Pozo,date,bppd,bapd,bsw,mscf,pres,temp,co2_frac,Cl,Na,SO4,Fe,bicarb,Ca,criticidad,mpy
SHS-23,3/2/2020,433.92,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.42
SHS-234,3/2/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.372
SHS-261,3/2/2020,907.2,714.12,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,4.773
SHS-81,3/2/2020,327.9,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.389
SHS-14,3/2/2020,245.1,1388.9,85,76.8,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.825
SHS-139,3/2/2020,107.6,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.988
SHS-191,3/2/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.814
SHS-295,3/2/2020,553.8,1576.2,74,281,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.559
SHS-80,3/2/2020,112,48,30,97.3,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,1.609
SHS-228,3/2/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.886
SHS-75,3/2/2020,564.8,6495.2,92,256,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,14.225
SHS-82,3/2/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.322
SHS-23,3/2/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,9.202
SHS-224,3/2/2020,236.8,971.7,80,50,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,1.841
SHS-22,3/2/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.978
SHS-225,3/2/2020,318.4,1273.6,80,132,75,150,0.09,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.436
SHS-221,3/2/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,12.696
SHS-183,3/2/2020,492,2788,85,361,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,8.924
SHS-68,3/2/2020,261,2639,91,229,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.578
SHS-95,3/2/2020,58.86,595.14,91,283,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,4.286
SHS-137,3/2/2020,603.84,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,4.376
SHS-138,3/2/2020,676,4590.12,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,1.445
SHS-177,3/2/2020,825.5,2476.5,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,2.006
SHS-165,3/2/2020,101.7,3288.3,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.422
SHS-17,3/2/2020,295.5,4624.8,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,4.51
SHS-188,3/2/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,3.694
SHS-173,3/2/2020,280,3293.6,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.309
AGR-33,3/3/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.717
AGR-52,3/3/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.315
AGR-42,3/3/2020,544.2,4897.8,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,6.094
AGR-3,3/3/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,24.184
AGR-40,3/3/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.885
AGR-5,3/3/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,20.512
AGR-44,3/3/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,12.494
AGR-54,3/3/2020,376.32,4327.68,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.586
AGR-14,3/3/2020,169.44,1948.56,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.756
SHS-56,3/3/2020,337.725,1913.775,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.528
SHS-71,3/3/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.643
SHS-52,3/3/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.985
SHS-17,3/3/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,4.714
SHS-111,3/3/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,1.843
SHS-135,3/3/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,2.648
SHS-87,3/3/2020,1436.6,1828.4,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.696
SHS-23,3/3/2020,433.92,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.206
SHS-234,3/3/2020,351.6,234.4,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.441
SHS-261,3/3/2020,907.2,712.8,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,3.713
SHS-81,3/3/2020,327.9,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.429
SHS-14,3/3/2020,245.1,1388.9,85,76.8,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.575
SHS-139,3/3/2020,107.6,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.682
SHS-191,3/3/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.447
SHS-295,3/3/2020,766.8,1363.2,64,281,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.292
SHS-80,3/3/2020,113.4,48.6,30,97.3,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,1.795
SHS-228,3/3/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.346
SHS-75,3/3/2020,564.8,6495.2,92,256,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,10.087
SHS-82,3/3/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.296
SHS-23,3/3/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,7.209
SHS-224,3/3/2020,78.08,1873.92,96,55,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,3.069
SHS-22,3/3/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.887
SHS-225,3/3/2020,318.4,1273.6,80,132,75,150,0.09,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.726
SHS-221,3/3/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,20.533
SHS-183,3/3/2020,492,2788,85,361,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,9.056
SHS-68,3/3/2020,261,2639,91,229,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.479
SHS-95,3/3/2020,58.86,595.14,91,283,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,1.163
SHS-137,3/3/2020,603.84,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,1.684
SHS-138,3/3/2020,676,4524,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,2.348
SHS-177,3/3/2020,821.75,2465.25,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,2.43
SHS-165,3/3/2020,100.41,3246.59,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.32
SHS-17,3/3/2020,295.5,4629.5,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.595
SHS-188,3/3/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.53
SHS-173,3/3/2020,280,3220,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.879
AGR-33,3/4/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.283
AGR-52,3/4/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.214
AGR-42,3/4/2020,544.2,4897.8,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,7.625
AGR-3,3/4/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,14.646
AGR-40,3/4/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.603
AGR-5,3/4/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,20.871
AGR-44,3/4/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,10.877
AGR-54,3/4/2020,376.32,4327.68,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.541
AGR-14,3/4/2020,163.2,1948.56,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.147
SHS-56,3/4/2020,337.725,1913.775,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,4.877
SHS-71,3/4/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.668
SHS-52,3/4/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.985
SHS-17,3/4/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.393
SHS-111,3/4/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,1.664
SHS-135,3/4/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,1.665
SHS-87,3/4/2020,1436.6,1828.4,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.495
SHS-23,3/4/2020,433.92,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.008
SHS-234,3/4/2020,351.6,234.4,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.675
SHS-261,3/4/2020,907.2,712.8,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.658
SHS-81,3/4/2020,327.9,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.644
SHS-14,3/4/2020,245.1,1388.9,85,76.8,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.447
SHS-139,3/4/2020,107.6,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.832
SHS-191,3/4/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.435
SHS-295,3/4/2020,786.62,1363.2,63,281,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.534
SHS-80,3/4/2020,113.4,48.6,30,97.3,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.342
SHS-228,3/4/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.173
SHS-75,3/4/2020,564.8,6495.2,92,256,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,16.894
SHS-82,3/4/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.368
SHS-23,3/4/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,5.889
SHS-224,3/4/2020,147.84,1873.92,92,60,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,3.833
SHS-22,3/4/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.685
SHS-225,3/4/2020,318.4,1273.6,80,132,75,150,0.09,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.122
SHS-221,3/4/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,17.013
SHS-183,3/4/2020,492,2788,85,361,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,5.595
SHS-68,3/4/2020,261,2639,91,229,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.4
SHS-95,3/4/2020,58.86,595.14,91,283,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,3.05
SHS-137,3/4/2020,603.84,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,2.394
SHS-138,3/4/2020,676,4524,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,4.333
SHS-177,3/4/2020,821.75,2465.25,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,1.508
SHS-165,3/4/2020,100.41,3246.59,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.855
SHS-17,3/4/2020,295.5,4629.5,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.78
SHS-188,3/4/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.174
SHS-173,3/4/2020,280,3220,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.935
AGR-33,3/5/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.888
AGR-52,3/5/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.757
AGR-42,3/5/2020,544.2,4897.8,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,9.03
AGR-3,3/5/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,21.443
AGR-40,3/5/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.516
AGR-5,3/5/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,14.57
AGR-44,3/5/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,20.26
AGR-54,3/5/2020,376.32,4327.68,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.973
AGR-14,3/5/2020,163.2,1876.8,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.25
SHS-56,3/5/2020,337.725,1913.775,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,2.626
SHS-71,3/5/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.611
SHS-52,3/5/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.133
SHS-17,3/5/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.33
SHS-111,3/5/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,4.384
SHS-135,3/5/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,1.987
SHS-87,3/5/2020,1436.6,1828.4,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,4.048
SHS-23,3/5/2020,433.92,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.584
SHS-234,3/5/2020,351.6,234.4,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,MODERATE RISK,4.473
SHS-261,3/5/2020,907.2,712.8,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,4.695
SHS-81,3/5/2020,327.9,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.283
SHS-14,3/5/2020,245.1,1388.9,85,76.8,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.026
SHS-139,3/5/2020,107.6,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.653
SHS-191,3/5/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.466
SHS-295,3/5/2020,899.64,1339.38,58,281,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.361
SHS-80,3/5/2020,113.4,48.6,30,97.3,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,2.466
SHS-228,3/5/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.385
SHS-75,3/5/2020,564.8,6495.2,92,256,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,12.185
SHS-82,3/5/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,MODERATE RISK,1.65
SHS-23,3/5/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,9.73
SHS-224,3/5/2020,165.6,1700.16,91,60,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,3.704
SHS-22,3/5/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.694
SHS-225,3/5/2020,318.4,1273.6,80,132,75,150,0.09,55500,29588.8987,111,47.75,280,4960,MODERATE RISK,3.729
SHS-221,3/5/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,16.684
SHS-183,3/5/2020,492,2788,85,361,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,9.817
SHS-68,3/5/2020,261,2639,91,229,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.642
SHS-95,3/5/2020,58.86,595.14,91,283,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,2.925
SHS-137,3/5/2020,603.84,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,1.538
SHS-138,3/5/2020,676,4524,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,3.432
SHS-177,3/5/2020,821.75,2465.25,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,4.968
SHS-165,3/5/2020,100.41,3246.59,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.704
SHS-17,3/5/2020,295.5,4629.5,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.657
SHS-188,3/5/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.907
SHS-173,3/5/2020,280,3220,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.365
AGR-33,3/6/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.301
AGR-52,3/6/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.954
AGR-42,3/6/2020,544.2,4897.8,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,9.328
AGR-3,3/6/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,15.706
AGR-40,3/6/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.405
AGR-5,3/6/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,18.135
AGR-44,3/6/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,12.017
AGR-54,3/6/2020,376.32,4327.68,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.663
AGR-14,3/6/2020,163.2,1876.8,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.857
SHS-56,3/6/2020,337.725,1913.775,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,4.233
SHS-71,3/6/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.718
SHS-52,3/6/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.72
SHS-17,3/6/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.64
SHS-111,3/6/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,2.659
SHS-135,3/6/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,2.428
SHS-87,3/6/2020,1436.6,1828.4,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.697
SHS-23,3/6/2020,433.6,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.95
SHS-234,3/6/2020,351.6,234.4,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,MODERATE RISK,3.847
SHS-261,3/6/2020,907.2,712.8,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,3.543
SHS-81,3/6/2020,327,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.339
SHS-14,3/6/2020,245.1,1388.9,85,77,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.347
SHS-139,3/6/2020,107.36,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.331
SHS-191,3/6/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.026
SHS-295,3/6/2020,899.64,1339.38,58,282,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.304
SHS-80,3/6/2020,113.4,48.6,30,97.3,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.004
SHS-228,3/6/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.284
SHS-75,3/6/2020,564.8,6495.2,92,365,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,23.897
SHS-82,3/6/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,MODERATE RISK,1.755
SHS-23,3/6/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,9.696
SHS-224,3/6/2020,165.6,1700.16,91,60,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,1.355
SHS-22,3/6/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.8
SHS-225,3/6/2020,318.4,1273.6,80,78,75,150,0.09,55500,29588.8987,111,47.75,280,4960,MODERATE RISK,1.652
SHS-221,3/6/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,24.033
SHS-183,3/6/2020,492,2788,85,358,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,6.652
SHS-68,3/6/2020,261,2639,91,228,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.925
SHS-95,3/6/2020,58.86,595.14,91,156,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,2.33
SHS-137,3/6/2020,603.12,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,3.599
SHS-138,3/6/2020,676,4524,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,1.372
SHS-177,3/6/2020,821.75,2465.25,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,4.979
SHS-165,3/6/2020,100.41,3246.59,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.709
SHS-17,3/6/2020,295.5,4629.5,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.04
SHS-188,3/6/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,4.705
SHS-173,3/6/2020,280,3220,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.844
AGR-33,3/7/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.543
AGR-52,3/7/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.009
AGR-42,3/7/2020,544.2,4897.8,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,6.681
AGR-3,3/7/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,13.898
AGR-40,3/7/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.51
AGR-5,3/7/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,18.518
AGR-44,3/7/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,15.666
AGR-54,3/7/2020,376.32,4327.68,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.832
AGR-14,3/7/2020,163.2,1876.8,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.336
SHS-56,3/7/2020,337.725,1913.775,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,3.638
SHS-71,3/7/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,1.166
SHS-52,3/7/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.555
SHS-17,3/7/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,4.879
SHS-111,3/7/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,1.573
SHS-135,3/7/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,4.026
SHS-87,3/7/2020,1436.6,1828.4,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,4.898
